image_name,landmark_0,landmark_1,landmark_2,landmark_3,landmark_4,landmark_5,landmark_6,landmark_7,landmark_8,landmark_9,landmark_10,landmark_11,landmark_12,landmark_13,landmark_14,landmark_15,landmark_16,landmark_17,landmark_18,landmark_19,emotion_Angry,emotion_Disgust,emotion_Fear,emotion_Happy,emotion_Neutral,emotion_Sad,emotion_Surprise
Luis_Fonsi_21.jpg,44,68,64,64,0.3125,0.6875,0.453125,0.265625,0.34375,0.4375,0.328125,0.265625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.20573560893535614,0.04343673959374428,0.23120258748531342,0.07282977551221848,0.12440121173858643,0.22434277832508087,0.0980512872338295
Lincoln_Chafee_52.jpg,40,59,79,79,0.3291139240506329,0.6835443037974683,0.4050632911392405,0.24050632911392406,0.3670886075949367,0.5063291139240507,0.3291139240506329,0.26582278481012656,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5096909403800964,0.009183731861412525,0.02636389061808586,0.012396707199513912,0.246464341878891,0.18932382762432098,0.006576512940227985
Valerie_Harper_30.jpg,38,36,89,89,0.2696629213483146,0.6966292134831461,0.38202247191011235,0.2247191011235955,0.30337078651685395,0.48314606741573035,0.24719101123595505,0.20224719101123595,0.5393258426966292,0.30337078651685395,0.25842696629213485,0.25842696629213485,0.5393258426966292,0.30337078651685395,0.25842696629213485,0.25842696629213485,0.018765108659863472,0.005002302583307028,0.06214018538594246,0.018253358080983162,0.02765665203332901,0.021462099626660347,0.8467202186584473
Angelo_Reyes_22.jpg,43,47,116,116,0.1724137931034483,0.5862068965517241,0.5603448275862069,0.33620689655172414,0.28448275862068967,0.4482758620689655,0.3275862068965517,0.2672413793103448,0.25,0.23275862068965517,0.1896551724137931,0.1896551724137931,0.25,0.23275862068965517,0.1896551724137931,0.1896551724137931,0.027766169980168343,0.0037137598264962435,0.05708571523427963,0.007721928879618645,0.016342762857675552,0.8702457547187805,0.017123958095908165
Kristen_Breitweiser_11.jpg,37,42,100,100,0.48,0.32,0.32,0.19,0.35,0.48,0.21,0.18,0.5,0.26,0.25,0.25,0.19,0.32,0.23,0.23,0.04489726945757866,0.0302275363355875,0.1671292930841446,0.05122825875878334,0.1110551655292511,0.08894434571266174,0.5065181851387024
Albert_Brooks_12.jpg,64,97,97,97,0.35051546391752575,0.7216494845360825,0.38144329896907214,0.2268041237113402,0.38144329896907214,0.5154639175257731,0.27835051546391754,0.2268041237113402,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.23521581292152405,0.024040240794420242,0.06331724673509598,0.08405830711126328,0.414156049489975,0.1631121188402176,0.016100259497761726
Daniel_Radcliffe_02.jpg,26,40,54,54,0.2222222222222222,0.5925925925925926,0.5,0.2962962962962963,0.2777777777777778,0.5,0.37037037037037035,0.2962962962962963,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1370740532875061,0.014738524332642555,0.0666666105389595,0.3842092752456665,0.20890535414218903,0.16508382558822632,0.023322295397520065
Laura_Bozzo_41.jpg,79,47,56,56,0.19642857142857142,0.625,0.5357142857142857,0.32142857142857145,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1120731309056282,0.06642142683267593,0.13385958969593048,0.2265399545431137,0.21599508821964264,0.20240695774555206,0.042703889310359955
James_Hoffa_51.jpg,41,66,130,130,0.2923076923076923,0.7076923076923077,0.35384615384615387,0.2076923076923077,0.3153846153846154,0.5,0.3230769230769231,0.2692307692307692,0.18461538461538463,0.2153846153846154,0.3076923076923077,0.3076923076923077,0.18461538461538463,0.2153846153846154,0.3076923076923077,0.3076923076923077,0.9363150000572205,0.005850525572896004,0.013195779174566269,0.0028662097174674273,0.018394948914647102,0.02120051719248295,0.002176959766075015
Christopher_Walken_20.jpg,93,51,134,134,0.3283582089552239,0.6865671641791045,0.44029850746268656,0.26119402985074625,0.31343283582089554,0.4925373134328358,0.2835820895522388,0.23880597014925373,0.4552238805970149,0.21641791044776118,0.30597014925373134,0.30597014925373134,0.22388059701492538,0.26119402985074625,0.22388059701492538,0.22388059701492538,0.12746573984622955,0.018188590183854103,0.14252154529094696,0.03107747994363308,0.086382657289505,0.16916927695274353,0.4251946806907654
